Gene_acc,Gene_id,logFC,logCPM,log_PValue,Desc
11998,Tb11.v5.0822,-0.020359575,5.317328916,0.233958963,ATP synthase  putative
11999,Tb927.8.5220,-0.017930131,7.014191026,0.233876635,hypothetical protein  conserved
12000,Tb927.10.160,0.023657499,5.229580575,0.233790511,Kinetoplast poly(A) polymerase 2
12001,Tb927.9.760,0.054322958,2.169396167,0.233711681,hypothetical protein
12002,Tb927.8.2100,-0.024477197,6.317228089,0.233616365,vacuolar ATP synthase 16 kDa proteolipid subunit  putative
12003,Tb927.2.4560,-0.02225019,5.221858275,0.233490412,Rab-GTPase-TBC domain containing protein  putative
12004,Tb927.2.5610,-0.018533647,6.282965527,0.233416951,Present in the outer mitochondrial membrane proteome 22B
12005,Tb927.10.12280,0.134663298,-0.75072301,0.233339121,hypothetical protein
12006,MSTRG.668,-0.04905121,2.979070354,0.233212437,none
12007,KS17gene_2733a,0.126684557,-0.036553409,0.233109245,none
12008,TRY.267,0.038685399,3.541876316,0.23313763,none
12009,Tb11.v5.0781,0.029661303,4.15366682,0.233056481,MIZ/SP-RING zinc finger  putative
12010,KS17gene_4586a,0.058637395,1.897332975,0.232863354,none
12011,MSTRG.377,0.102992944,-0.053905887,0.232677807,none
12012,TRY.57,-0.024086942,5.214283337,0.232557845,none
12013,Tb927_09_v4.snoRNA.0012,-0.205888901,-1.565202294,0.232425798,H/ACA-like snoRNA
12014,KS17gene_8169a,-0.035157957,4.053214313,0.232324589,none
12015,KS17gene_7724a,-0.07374726,1.353807729,0.232195032,none
12016,KS17gene_3107a,-0.043951782,3.282336099,0.232209693,none
12017,TRY.506,-0.074719674,1.000318485,0.232117505,none
12018,Tb927.5.290,0.034682955,4.291062637,0.232028369,galactose kinase  degenerate
12019,Tb11.v5.0856,-0.043517644,2.754330207,0.231710908,hypothetical protein  conserved
12020,TRY.60,-0.034258835,3.934022931,0.231496369,none
12021,Tb927.5.460,-0.031119613,4.003165129,0.23138089,hypothetical protein  conserved
12022,Tb927_10_v4.snoRNA.0029:snoRNA,0.079192603,1.154273004,0.231302134,term
12023,Tb927.11.16300,-0.026354666,4.702099163,0.231010864,hypothetical protein  conserved
12024,Tb927.8.4730,0.026606104,5.109845981,0.230857451,amino acid transporter  putative
12025,Tb927.10.15660,0.021289514,5.844836729,0.230889103,hypothetical protein  conserved
12026,Tb927.11.8880,0.02101743,5.419998942,0.230598331,tRNA threonylcarbamoyl adenosine modification protein  Sua5/YciO/YrdC/YwlC family  putative
12027,Tb927.11.9295,-0.035507867,3.644286843,0.230609644,hypothetical protein
12028,MSTRG.845,-0.04369627,2.992600711,0.230444466,none
12029,KS17gene_385a,-0.049272601,2.439014846,0.230468111,none
12030,Tb927.11.835,-0.020698174,5.410434861,0.230387199,telomerase RNA component
12031,KS17gene_1103a,-0.090261932,0.808894599,0.230145637,none
12032,TRY.825,-0.05875032,2.509542912,0.230173823,none
12033,KS17gene_4159a,0.067729408,1.487769873,0.230057753,none
12034,Tb09.v4.0058,0.043586937,3.041888704,0.229971978,hypothetical protein
12035,Tb927.7.4780,-0.03857089,3.650193444,0.229816727,conserved hypothetical protein  putative
12036,MSTRG.1,0.023434849,5.091984503,0.229850504,none
12037,Tb10.v4.0046,0.028503741,4.110331137,0.229642026,transporter  putative
12038,KS17gene_7299a,0.020154001,5.556165483,0.229650857,none
12039,KS17gene_3874a,-0.06913684,1.324995861,0.229677505,none
12040,Tb927.11.4830,0.021221683,5.741851646,0.229603869,hypothetical protein  conserved
12041,TRY.735,0.056138088,1.934404886,0.229377252,none
12042,Tb11.02.5380,-0.021616769,5.215705453,0.229056504,exosome complex exonuclease RRP44p homologue
12043,Tb927.9.1780,-0.018264088,6.429317763,0.228765964,sec1 family transport protein  putative
12044,TRY.342,0.039604705,3.238636652,0.228715665,none
12045,Tb927.1.4800,-0.023803629,5.090126991,0.228643335,hypothetical protein  conserved
12046,KS17gene_7329a,-0.038877628,3.272643366,0.228577957,none
12047,KS17gene_754a,-0.051682473,2.606737788,0.228398874,none
12048,Tb927_09_v4.snoRNA.0025,-0.184581649,-1.05395745,0.228225345,C/D snoRNA
12049,Tb927.8.1020,0.02151024,6.088130597,0.22825855,6-phosphofructo-2-kinase/fructose-2 6-biphosphatase  putative
12050,Tb927.11.2780,0.020364272,5.825914741,0.228292208,hypothetical protein  conserved
12051,TRY.649,-0.03260017,3.998870403,0.228141798,none
12052,KS17gene_7762a,0.042157374,2.876897627,0.22804778,none
12053,KS17gene_22a,-0.219293573,-1.779307405,0.227975483,none
12054,Tb09.v4.0148,0.038702951,3.291721307,0.227860818,hypothetical protein
12055,KS17gene_1214a,-0.056408857,1.963440564,0.22774565,none
12056,KS17gene_4178a,0.040819895,3.140344814,0.227709483,none
12057,KS17gene_4718a,0.033789749,4.0858568,0.227507373,none
12058,Tb927.4.4450,0.017005041,7.168363149,0.227399058,adenylyl cyclase
12059,Tb927_09_v4.snoRNA.0113,0.07186265,1.735202081,0.227295736,C/D snoRNA
12060,Tb927.3.3130,-0.018072613,7.738372425,0.227189173,Present in the outer mitochondrial membrane proteome 24
12061,Tb927.3.3240,-0.024395348,4.964807956,0.226988883,hypothetical protein  conserved
12062,Tb927.9.4570,0.032850612,3.914974587,0.226854781,hypothetical protein  conserved
12063,KS17gene_2126a,0.086028443,0.455432882,0.226869497,none
12064,Tb927.7.5240,-0.01709116,6.181584784,0.226659282,Flagellum attachment zone protein 21
12065,KS17gene_3854a,0.037153969,3.454894244,0.226289822,none
12066,Tb927.9.9620,0.028311025,5.476492199,0.226304396,meiotic recombination protein DMC1  putative
12067,Tb927.11.970,0.034565331,4.014331355,0.226361039,hypothetical protein  conserved
12068,Tb927.11.14050,0.037812516,3.616729517,0.226198775,hypothetical protein  conserved
12069,Tb927.6.5040,-0.01814107,8.814844803,0.226102392,ribosomal protein L15  putative
12070,Tb927.7.7280,-0.017818684,6.055991119,0.225630017,RNA-binding protein  putative
12071,Tb11.v5.0511,0.127380363,0.030816677,0.225662477,Gp63-3 surface protease homolog  putative
12072,KS17gene_5533a,0.05747117,2.688752665,0.225669225,none
12073,Tb7.NT.76,-0.054326899,2.029425919,0.225698408,Noncoding RNA  putative
12074,KS17gene_2032a,0.092042695,0.523315504,0.225722554,none
12075,Tb927.7.5300,-0.0225256,6.73847737,0.225783424,C2 domain/Ankyrin repeats (3 copies)  putative
12076,Tb927.9.7820,0.018040464,5.810057051,0.225556985,hypothetical protein  conserved
12077,Tb927.10.15890,0.052761197,2.128947611,0.225112467,hypothetical protein  conserved
12078,Tb927.3.550,-0.094264921,0.384244217,0.225037107,expression site-associated gene 1 (ESAG1)  degenerate
12079,Tb927.10.2170,-0.041431191,3.079379542,0.224925547,hypothetical protein
12080,Tb927.8.6890,-0.028922934,4.603727103,0.224775602,putative succinate dehydrogenase subunit
12081,Tb927.8.1387,0.243800506,-1.838204723,0.22480238,M5 ribosomal RNA
12082,Tb927.11.10900,-0.019004676,6.589050407,0.224528059,Component of motile flagella 9
12083,MSTRG.667,0.025634109,4.845773388,0.22454615,none
12084,KS17gene_7668a,-0.018677311,6.456648056,0.22459448,none
12085,Tb927.9.13225,-0.049918322,2.68800935,0.224451681,hypothetical protein
12086,Tb927.10.16180,0.040120043,3.413945468,0.224451798,hypothetical protein  conserved
12087,Tb927.11.16990,-0.019486174,5.955535182,0.224372144,50S ribosome-binding GTPase  putative
12088,KS17gene_2385a,-0.025710918,5.140127789,0.224222444,none
12089,Tb927.8.7780,0.017147794,7.207666023,0.224057472,hypothetical protein  conserved
12090,Tb05.5K5.10,-0.167045051,-1.293874254,0.223880475,conserved hypothetical protein  conserved (fragment)
12091,Tb927.7.1850,-0.020805028,5.733376264,0.22375846,hypothetical protein  conserved
12092,Tb927.9.9270,0.022968082,5.795819613,0.223760522,hypothetical protein  conserved
12093,Tb927.1.880,-0.022993156,7.23902104,0.223627308,Midasin  putative
12094,Tb927.8.3340,0.020964716,5.38815667,0.223291187,hypothetical protein  conserved
12095,KS17gene_1212a,-0.049650765,2.610289033,0.22329639,none
12096,MSTRG.209,-0.141795295,-0.858387437,0.223151387,none
12097,Tb927.10.8650,-0.018266011,5.805311575,0.22275543,ran binding protein  putative
12098,KS17gene_7659a,-0.038286653,4.033461746,0.222757571,none
12099,Tb927_09_v4.snoRNA.0023,0.155021845,-0.828192942,0.222788084,C/D snoRNA
12100,Tb927.5.3130,-0.030316267,4.183552563,0.222822698,hypothetical protein
12101,Tb927.11.12720,-0.026777438,4.696319056,0.222870482,hypothetical protein  conserved
12102,Tb927.6.4360,0.033609145,3.995149254,0.222930056,hypothetical protein  conserved
12103,KS17gene_2125a,-0.037132049,3.465169202,0.222635251,none
12104,Tb927.4.2800,0.019616022,5.979324272,0.222565642,R3H-associated N-terminal domain containing protein  putative
12105,KS17gene_3311a,-0.048048951,2.399203593,0.22221129,none
12106,Tb927.5.1330,0.018302886,6.156448695,0.222143706,hypothetical protein  conserved
12107,Tb927.11.12980,-0.016968016,6.385636435,0.222050861,hypothetical protein  conserved
12108,Tb927.11.17540,-0.092862731,0.495760453,0.221986952,variant surface glycoprotein (VSG  pseudogene)  putative
12109,TRY.324,0.038112783,3.617195224,0.221810685,none
12110,Tb927.10.850,-0.017968239,6.751507473,0.221634302,hook complex protein  conserved
12111,Tb927.5.1000,-0.019501036,9.205620426,0.221593621,ubiquitin-conjugating enzyme E2  putative
12112,Tb927.11.16800,-0.017924933,6.57505507,0.221348334,hypothetical protein  conserved
12113,MSTRG.462,-0.088719939,0.773265093,0.221288315,none
12114,MSTRG.637,0.096735859,0.340657392,0.22109312,none
12115,Tb927.11.8340,-0.032428604,3.987644855,0.221098739,hypothetical protein
12116,MSTRG.304,0.179727485,-1.438264038,0.220780908,none
12117,Tb927.10.12230,0.017927166,5.6963717,0.22079841,hypothetical protein  conserved
12118,Tb927.5.3960,-0.020470171,5.30343921,0.220457567,arginine N-methyltransferase  type I
12119,Tb927.2.4390,-0.017584187,6.283706061,0.220473759,double-strand break repair protein MRE11
12120,Tb927.4.880,0.022058627,5.554569757,0.220410718,TPR-repeat-containing chaperone protein DNAJ  putative
12121,Tb927.10.7880,0.01765826,5.883444269,0.219700394,Sperm tail/Sperm tail C-terminal domain containing protein  putative
12122,MSTRG.290,-0.183837195,-1.423135029,0.219318896,none
12123,KS17gene_3826a,0.033056541,3.98579135,0.219318904,none
12124,MSTRG.968,-0.067836728,1.515384333,0.219362262,none
12125,KS17gene_5107a,0.033506234,3.785656687,0.219274834,none
12126,Tb927.10.13830,0.019345499,6.754662783,0.219188525,chaperone protein DnaJ  putative
12127,TRY.65,-0.210815493,-1.137769545,0.219026281,none
12128,KS17gene_3477a,-0.029055095,4.331557393,0.21884191,none
12129,Tb927.11.14670,0.029662971,3.996854851,0.218674435,hypothetical protein  conserved
12130,Tb927.11.16280,-0.019913941,8.007689768,0.218633133,60S ribosomal protein L8  putative
12131,Tb11.v5.0691,-0.03259748,3.63446723,0.218441439,hypothetical protein  conserved
12132,Tb927.9.4250,0.017211339,6.553803321,0.218141648,hypothetical protein  conserved
12133,Tb11.v5.0639,-0.019414127,5.747139589,0.217975278,hypothetical protein  conserved
12134,Tb11.v5.0245,-0.039264133,4.550851881,0.217993599,protein kinase  putative
12135,Tb927.2.5900,0.016878527,6.225175415,0.217652009,hypothetical protein  conserved
12136,Tb927.8.2250,-0.017894914,6.071279931,0.217568918,Fungal tRNA ligase phosphodiesterase domain containing protein  putative
12137,Tb927.11.12540,-0.016710335,7.287063373,0.217514293,leucine-rich repeat protein (LRRP)  putative
12138,Tb927.11.9690,-0.024361322,4.924252609,0.21717371,Spindle pole body protein 1
12139,Tb927.3.1970,0.024148063,5.247435687,0.216743144,phosphopantothenoylcysteine synthetase  putative
12140,Tb927.9.15400,-0.016852007,7.258515275,0.216625936,ankyrin-repeat protein  putative
12141,Tb927.11.3110,0.024120071,5.168764141,0.21640958,hypothetical protein  conserved
12142,Tb927.7.4650,0.019383228,5.676320845,0.216357501,J Biosynthesis Protein 2
12143,TRY.380,-0.023149134,4.740950635,0.216236503,none
12144,KS17gene_5525a,0.040597155,3.280255939,0.216134731,none
12145,Tb927.4.4280,-0.025400615,5.133582849,0.216076137,hypothetical protein  conserved
12146,KS17gene_6531a,-0.036002596,3.620967946,0.215708506,none
12147,Tb927.5.5580,-0.189743464,-0.400791629,0.21556029,Variant Surface Glycoprotein  putative
12148,KS17gene_6506a,0.048662505,3.290509382,0.215256075,none
12149,Tb927.9.15650,-0.016833799,6.054045749,0.215038099,hypothetical protein
12150,TRY.760,-0.029027184,3.872316125,0.214923644,none
12151,Tb927.4.3960,0.02938505,5.363185405,0.21494174,hypothetical protein  conserved
12152,Tb927.8.6560,0.027089022,4.871322438,0.214795245,SpoU rRNA Methylase family  putative
12153,Tb927.7.5030,-0.027704708,4.106005286,0.214799455,hypothetical protein  conserved
12154,Tb927.7.6750,-0.021992522,5.934063153,0.214747715,hypothetical protein  conserved
12155,KS17gene_8290a,0.044876419,3.115362357,0.214565032,none
12156,Tb927.10.1150,0.019871582,5.432883984,0.214427731,hypothetical protein  conserved
12157,Tb927.4.1680,0.016800942,6.647354131,0.214317967,ZFP family member  putative
12158,Tb927.6.3790,-0.01991728,5.856416793,0.214324457,valosin-containing protein homolog  putative
12159,Tb927.10.7985,0.039177021,3.454102382,0.21434679,hypothetical protein
12160,Tb927_09_v4.snoRNA.0042,0.163805329,-0.942006405,0.214208749,C/D snoRNA
12161,Tb927.9.15240,-0.045784447,3.539512252,0.213920828,ATP11 protein  putative
12162,Tb927.11.16640,0.023959608,5.839982017,0.213611875,Uncharacterised protein family UPF0564  putative
12163,Tb9.NT.68,-0.079108669,0.969130991,0.213481106,Noncoding RNA  putative
12164,TRY.300,-0.02297038,5.323727409,0.213318951,none
12165,Tb927.9.15820,-0.04325252,3.023216965,0.213338227,hypothetical protein  conserved
12166,Tb927.1.1760,0.046480785,3.09519343,0.213362377,hypothetical transmembrane protein
12167,Tb11.v5.0901,-0.041173728,2.684519476,0.213395969,tubulin-tyrsoine ligase-like protein  putative
12168,MSTRG.54,-0.042530996,3.085911058,0.213246157,none
12169,Tb10.v4.0044,0.026860298,5.317559544,0.213109913,hypothetical protein  conserved
12170,Tb927.9.3580,0.02133476,5.158449198,0.212785469,hypothetical protein  conserved
12171,KS17gene_259a,0.086701243,0.430674971,0.212707361,none
12172,KS17gene_5667a,0.059002052,1.776572353,0.212586099,none
12173,Tb927.11.19470,0.029265921,4.235256871,0.212298567,expression site-associated gene 3 (ESAG3)  frameshifted and degenerate
12174,Tb927.4.280,0.067940244,1.066080944,0.212189867,retrotransposon hot spot protein 3 (RHS3)  putative
12175,KS17gene_3609a,0.020305785,5.48912563,0.212100759,none
12176,Tb927.8.4650,-0.022691544,4.829580652,0.212058007,hypothetical protein  conserved
12177,Tb927.10.4830,-0.018197022,6.171719199,0.211845666,hypothetical protein  conserved
12178,Tb927.9.13480,0.029533592,4.545692444,0.211847097,Eukaryotic protein of unknown function (DUF1764)  putative
12179,Tb927.11.8200,-0.017291912,8.918340182,0.211912663,ribosomal protein S26  putative
12180,TRY.1063,0.034101591,3.901938658,0.211649,none
12181,Tb927.10.3720,0.024111386,5.121165556,0.211653075,hypothetical protein  conserved
12182,Tb927.11.16240,0.016062593,6.370165212,0.211691573,RING-variant domain containing protein  putative
12183,Tb927.11.15870,-0.015731107,7.687139336,0.211692248,hypothetical protein  conserved
12184,KS17gene_6642a,0.030777403,4.858865926,0.211611839,none
12185,Tb927.6.3760,0.020898371,5.461821593,0.211530203,kinetoplastid kinetochore protein 15
12186,KS17gene_8007a,-0.052135972,2.166839652,0.2115608,none
12187,Tb927.7.4860,-0.027241948,5.057347284,0.211404232,kinetoplastid kinetochore protein 13
12188,Tb927.11.14180,-0.016473256,6.009752949,0.211409128,CLASP N terminal  putative
12189,KS17gene_2961a,0.062264587,1.418170274,0.211467768,none
12190,Tb927.9.4910,-0.019016798,5.854846377,0.211263306,3-phosphoinositide-dependent protein kinase 1  putative
12191,Tb11.NT.146,-0.172907721,-1.125492027,0.211128713,Noncoding RNA  putative
12192,Tb11.v5.0419,0.044798187,2.576014571,0.211044385,AAA domain (dynein-related subfamily)  putative
12193,Tb927.11.3920,0.016972506,6.327999825,0.210840915,hypothetical protein  conserved
12194,Tb927.3.5000,0.020310567,5.443012358,0.210767288,hypothetical protein  conserved
12195,Tb927.9.7710,-0.033576643,3.894069456,0.210686517,hypothetical protein  conserved
12196,Tb927.11.2940,-0.018260658,5.714184223,0.210441664,hypothetical protein  conserved
12197,MSTRG.370,0.0504568,2.483709935,0.21038317,none
12198,Tb927.8.3310,0.021896842,5.879947282,0.210287635,Elongator-like Protein 3b
12199,Tb927.11.9830,-0.026260162,4.590969184,0.210231551,LSU ribosomal protein  mitochondrial  putative
12200,Tb927.3.780,-0.019433608,6.3088919,0.210077858,proteasome alpha 7 subunit
12201,Tb927.7.5870,0.020211244,5.52059989,0.209966003,hypothetical protein  conserved
12202,MSTRG.634,0.028833032,4.420281154,0.209775224,none
12203,Tb927.1.780,-0.025765886,4.564958141,0.209782222,leucine-rich repeat-containing protein
12204,KS17gene_1150a,-0.0581429,1.48172841,0.209785572,none
12205,TRY.231,0.017661383,5.450907877,0.209480313,none
12206,MSTRG.981,-0.048973437,2.064714643,0.209389902,none
12207,Tb927.11.6100,-0.031730144,3.778229493,0.209276502,hypothetical protein  conserved
12208,Tb927_09_v4.snoRNA.0039,-0.158999421,-0.532328211,0.20902898,C/D snoRNA
12209,KS17gene_4024a,-0.070491334,1.306968687,0.209062309,none
12210,Tb927.10.4230,-0.022705913,4.936096863,0.208824764,hypothetical protein  conserved
12211,Tb927.11.16600,0.020320697,5.17964367,0.20883888,exosome-associated protein 2
12212,Tb11.v5.1062,0.025620679,5.361468671,0.208845794,chaperone protein DnaJ  putative
12213,KS17gene_1750a,0.03399107,4.724466487,0.208765123,none
12214,KS17gene_1251a,0.032477781,4.787455977,0.208397742,none
12215,Tb927.10.5800,0.027404313,4.085167358,0.208418848,hypothetical protein  conserved
12216,KS17gene_7729a,-0.054545965,1.766667416,0.20830937,none
12217,KS17gene_8248a,0.035842565,3.060716215,0.208236589,none
12218,KS17gene_3177a,-0.069547611,0.989078343,0.208269517,none
12219,Tb927.7.6390,-0.016457431,6.203319783,0.207777133,SUMO-interacting motif-containing protein
12220,Tb927.11.3140,0.016338722,6.963015858,0.207807572,dual specificity tyrosine-phosphorylation-regulated kinase 2  putative
12221,Tb927.6.640,-0.020072592,6.350935504,0.207845211,ApaH-like phosphatase ALPH1
12222,KS17gene_6942a,0.03224807,4.091474506,0.207513582,none
12223,Tb927.11.14520,0.021222832,5.40688315,0.207340084,Polypeptide deformylase 1
12224,KS17gene_8582a,0.016282637,6.374188285,0.20721411,none
12225,Tb927.11.5590,0.018485933,5.87396388,0.207063048,Anaphase-promoting complex-associated protein AP1
12226,MSTRG.186,0.17669876,-1.16260683,0.207082645,none
12227,Tb927.6.4400,0.021477872,5.265044252,0.207003456,Pentatricopeptide repeat protein (PPR)  putative
12228,MSTRG.695,-0.017256278,5.912923717,0.206946435,none
12229,TRY.595,-0.064191669,1.141628051,0.206647492,none
12230,MSTRG.44,-0.043177672,2.439997658,0.206669668,none
12231,Tb927.11.6310,0.026676574,4.640179411,0.206590823,hypothetical protein  conserved
12232,Tb927.11.1360,-0.016469234,6.402314994,0.206425911,zinc-finger of a C2HC-type  putative
12233,MSTRG.896,-0.090433892,0.336221958,0.20645446,none
12234,Tb11.v5.0866,0.022373557,5.084723024,0.206479114,major vault protein  putative
12235,Tb927.8.990,0.015634314,7.126854724,0.206222357,RNA-binding protein 33 (RNA-binding motif protein 33)
12236,Tb927.7.5220,0.015492122,7.283266462,0.206233456,Forkhead Kinase  putative
12237,Tb927_09_v4.snoRNA.0079,0.066692548,1.084689524,0.206240554,C/D snoRNA
12238,KS17gene_8310a,-0.047127084,2.14543686,0.205900515,none
12239,KS17gene_1178a,0.045153919,2.407604829,0.205805228,none
12240,Tb927.10.1520,0.026143881,5.139088018,0.205763338,ras-related protein Rab21  putative
12241,Tb927.9.780,-0.061128944,2.24350487,0.205275262,hypothetical protein
12242,Tb927.11.15010,0.024124415,5.151875329,0.205222444,Serine/threonine-protein kinase NEK21  putative
12243,Tb927.11.12730,-0.030912706,3.753096913,0.204902955,hypothetical protein  conserved
12244,Tb11.v5.0516,-0.018437852,7.504383896,0.20468268,glyceraldehyde 3-phosphate dehydrogenase  cytosolic  putative
12245,Tb11.02.5050b,0.017657773,6.073779832,0.204545425,protein kinase  putative
12246,Tb927.6.4240,-0.029705521,4.561537931,0.204564578,hypothetical protein  conserved
12247,Tb927.2.5410,0.018456014,6.241346931,0.204585296,ABC transporter family-like protein
12248,KS17gene_4584a,0.03772572,3.022571693,0.20442058,none
12249,MSTRG.162,0.029218054,4.058867006,0.204300461,none
12250,Tb927.9.14240,0.01575361,6.026788377,0.204196017,Nucleoporin NUP82
12251,MSTRG.895,0.051246061,2.068697654,0.204213863,none
12252,Tb927_09_v4.snoRNA.0068,0.0810838,0.495736557,0.204159334,C/D snoRNA
12253,KS17gene_4825a,0.051548916,2.391684095,0.203948863,none
12254,Tb11.v5.1019,-0.148117763,-0.253159027,0.203966491,variant surface glycoprotein (VSG)  putative
12255,KS17gene_5254a,0.039849521,2.71476131,0.203799775,none
12256,TRY.484,-0.025391115,4.830206467,0.203529541,none
12257,Tb927.4.3980,0.015598661,6.64557729,0.203258952,chaperone protein DnaJ  putative
12258,KS17gene_1854a,0.08580517,0.966233673,0.203210903,none
12259,MSTRG.242,0.099681595,0.166812116,0.202883152,none
12260,Tb927.9.14300,-0.025341436,5.039482546,0.202647242,5-azacytidine-induced protein 1  putative
12261,Tb927.10.11850,-0.02182474,5.542820058,0.202654893,WD domain  G-beta repeat  putative
12262,Tb927.10.8570,-0.016196266,6.006596614,0.202685549,hypothetical protein  conserved
12263,Tb11.v5.0278,0.0370234,3.293031983,0.202701605,N-terminal glutamine amidase  putative
12264,Tb927.1.670,-0.017271611,5.620956325,0.202445342,conserved protein  unknown function
12265,Tb927.4.550,-0.02294643,4.92213755,0.202453277,Zinc knuckle  putative
12266,TRY.127,0.026679758,5.505919366,0.202307137,none
12267,KS17gene_4977a,-0.020941853,4.895865784,0.202014643,none
12268,KS17gene_6741a,0.041961526,2.654587129,0.201679586,none
12269,Tb927.11.1650,0.017583948,5.610853667,0.201701718,hypothetical protein  conserved
12270,TRY.1008,-0.022078858,4.912226111,0.201720085,none
12271,KS17gene_7751a,0.103551185,0.487689643,0.2017309,none
12272,Tb927_09_v4.snoRNA.0067,0.073936035,0.719813787,0.201785538,C/D snoRNA
12273,Tb927.9.9450,-0.017047615,8.083624488,0.201801452,zinc finger protein family member  putative
12274,Tb927.8.6900,0.027946514,4.205209106,0.20185961,transport protein particle (TRAPP) component  putative
12275,KS17gene_4445a,-0.037205819,3.312252546,0.201552088,none
12276,Tb11.v5.0232,-0.040759064,3.518843733,0.201570096,hypothetical protein  conserved
12277,Tb927.11.4470,-0.016820899,6.582300711,0.201325933,ULK family serine/threonine-protein kinase  putative
12278,Tb927.7.6600,0.017047033,6.287654435,0.201184947,hypothetical protein  conserved
12279,TRY.764,0.035398143,3.420769192,0.200834469,none
12280,Tb11.v5.0807,-0.030246104,4.386704537,0.200791438,ribonuclease  putative
12281,Tb927.7.1710,0.02371878,4.8498962,0.200606195,eukaryotic peptide chain release factor subunit 1  putative
12282,MSTRG.492,-0.036376732,3.080659738,0.200294899,none
12283,Tb927.5.4280,0.017251961,5.991882624,0.200167218,Zinc finger  C3HC4 type (RING finger)  putative
12284,Tb927.4.2330,0.024068783,5.594601048,0.200116362,hypothetical protein  conserved
12285,KS17gene_3978a,-0.051596572,1.78952216,0.199970665,none
12286,KS17gene_3804a,0.036072411,3.586658886,0.199288139,none
12287,Tb927.9.3850,-0.016425292,5.857807803,0.199316474,Protein of unknown function (DUF788)  putative
12288,TRY.939,0.026030727,4.45781446,0.199238683,none
12289,Tb927.1.5180,-0.030120054,3.891958766,0.199091327,hypothetical protein
12290,Tb11.NT.99,0.022757929,4.565186756,0.199018098,Noncoding RNA  putative
12291,KS17gene_3523a,-0.047468428,2.677618454,0.198712317,none
12292,TRY.624,-0.040024443,3.498297356,0.198742523,none
12293,MSTRG.686,0.027758788,4.116094049,0.198346446,none
12294,Tb927.5.1150,0.021956012,6.337320209,0.19835322,RNA helicase Prp43
12295,Tb927.2.4410,-0.014553723,7.413661067,0.198382439,Eukaryotic protein of unknown function (DUF846)  putative
12296,KS17gene_7740a,-0.04871653,2.150510758,0.198392979,none
12297,Tb927.10.14910,0.01770967,6.630585413,0.1984106,Sarcalumenin  putative
12298,TRY.982,0.026856102,4.377502831,0.198434206,none
12299,Tb927.7.4150,-0.014511362,7.850752508,0.198024934,hypothetical protein  conserved
12300,KS17gene_8483a,0.024074177,4.722155091,0.19771582,none
12301,Tb927.5.690,0.018559486,5.313800574,0.197539494,MICOS complex subunit MIC17
12302,Tb10.NT.18,-0.031559236,3.977339382,0.197565454,Noncoding RNA  putative
12303,MSTRG.955,-0.099157996,0.014283497,0.197339979,none
12304,Tb927.6.1400,0.02545123,4.249465393,0.197177005,cyclophilin-type peptidyl-prolyl cis-trans isomerase  putative
12305,Tb927.11.9740,0.025843787,4.688902507,0.197205399,tRNA intron endonuclease  catalytic C-terminal domain containing protein  putative
12306,Tb927.7.5800,0.020903678,5.183482039,0.197082646,hypothetical protein
12307,TRY.118,0.092324691,0.475756226,0.197034588,none
12308,Tb927.10.11180,-0.016664251,5.495212874,0.196955043,Ubiquitin-like modifier-activating enzyme ATG7  putative
12309,Tb927.11.14890,0.019791295,5.750248098,0.196858091,DNA polymerase alpha/epsilon subunit B  putative
12310,TRY.904,-0.041330068,2.664335776,0.196789151,none
12311,MSTRG.747,-0.026389233,4.607444008,0.196743462,none
12312,KS17gene_4334a,0.122128417,0.057992155,0.196506182,none
12313,Tb927.11.7130,0.020962063,5.463696316,0.195893975,hypothetical protein  conserved
12314,KS17gene_3299a,-0.02709199,4.113217257,0.195688886,none
12315,Tb927.6.2910,-0.019022016,5.332450772,0.195640519,RNA pseudouridylate synthase  putative
12316,Tb11.v5.0233,0.015234374,6.814106305,0.195574697,cyclic nucleotide-binding domain containing protein  putative
12317,Tb927.8.4200,-0.036603873,3.104350168,0.195369292,hypothetical protein  conserved
12318,Tb927.11.9425,0.026963384,4.192999528,0.195238989,hypothetical protein
12319,Tb927.7.3930,0.01667033,6.661349966,0.19513494,hypothetical protein  conserved
12320,Tb927.6.1610,0.018112838,5.778949822,0.195095763,ribosomal RNA adenine dimethylase family protein  conserved
12321,TRY.746,0.141683537,-0.46119321,0.194973417,none
12322,TRY.215,0.032318821,3.707152531,0.194759843,none
12323,Tb927.8.7130,-0.038268864,3.855233536,0.194675632,hypothetical protein  conserved
12324,Tb927.7.1172,-0.0330118,3.376760798,0.194593703,hypothetical protein
12325,Tb927.8.6260,0.014477985,6.429886656,0.194339441,hypothetical protein  conserved
12326,Tb927.8.3700,-0.015289252,6.955184262,0.194209069,hypothetical protein  conserved
12327,Tb927.4.2550,0.01787025,5.864517432,0.194173256,hypothetical protein  conserved
12328,MSTRG.273,-0.168487369,-1.548673043,0.193821007,none
12329,Tb11.v5.0422,-0.017251115,5.874769916,0.193828739,SET domain containing protein  putative
12330,Tb927.11.2740,0.015443002,6.641430143,0.193854902,hypothetical protein  conserved
12331,Tb927.2.6372,-0.191045864,-1.668269401,0.193593824,variant surface glycoprotein (VSG  pseudogene)  putative
12332,Tb927.4.1400,-0.016488865,5.504264939,0.193465011,vacuolar transport protein 4A  putative
12333,Tb927.6.2740,0.015403506,7.033928311,0.193427882,pyridoxal kinase
